2015-07-05 00:00:00,"set([""['Kitchen']"", ""['LivingRoom']"", ""['StoreRoom', 'Room2']"", ""['StoreRoom', 'Room1']""])"
2015-07-05 00:59:00,"set([""['LivingRoom']""])"
2015-07-05 07:37:00,"set([""['Room1']""])"
2015-07-05 07:46:00,"set([""['LivingRoom']""])"
2015-07-05 08:05:00,"set([""['LivingRoom']""])"
2015-07-05 08:06:00,"set([""['LivingRoom']""])"
2015-07-05 08:09:00,"set([""['LivingRoom']""])"
2015-07-05 08:12:00,"set([""['LivingRoom']""])"
2015-07-05 08:19:00,"set([""['LivingRoom']""])"
2015-07-05 08:24:00,"set([""['LivingRoom']""])"
2015-07-05 08:29:00,"set([""['LivingRoom']""])"
2015-07-05 08:31:00,"set([""['Room1']""])"
2015-07-05 08:56:00,"set([""['StoreRoom']""])"
2015-07-05 08:59:00,"set([""['StoreRoom']""])"
2015-07-05 09:18:00,"set([""['LivingRoom']""])"
2015-07-05 09:19:00,"set([""['LivingRoom']""])"
2015-07-05 09:28:00,"set([""['Room1']""])"
2015-07-05 09:33:00,"set([""['LivingRoom']""])"
2015-07-05 09:54:00,"set([""['Room1']""])"
2015-07-05 09:59:00,"set([""['Room1']""])"
2015-07-05 10:49:00,"set([""['Kitchen']""])"
2015-07-05 10:50:00,"set([""['Kitchen']""])"
2015-07-05 10:57:00,"set([""['LivingRoom']""])"
2015-07-05 13:04:00,"set([""['Room1']""])"
2015-07-05 13:07:00,"set([""['LivingRoom']""])"
2015-07-05 14:34:00,"set([""['Room1']""])"
2015-07-05 15:23:00,"set([""['Kitchen']""])"
2015-07-05 15:29:00,"set([""['Kitchen']""])"
2015-07-05 15:37:00,"set([""['LivingRoom']""])"
2015-07-05 17:57:00,"set([""['LivingRoom']""])"
2015-07-05 18:01:00,"set([""['LivingRoom']""])"
2015-07-05 19:41:00,"set([""['LivingRoom']""])"
2015-07-05 19:42:00,"set([""['LivingRoom']""])"
2015-07-05 21:59:00,"set([""['StoreRoom']""])"
2015-07-05 22:04:00,"set([""['StoreRoom']""])"
2015-07-05 22:38:00,"set([""['LivingRoom']""])"
2015-07-05 23:09:00,"set([""['LivingRoom']""])"
2015-07-06 00:57:00,"set([""['Room1']""])"
2015-07-06 03:03:00,"set([""['Room1']""])"
2015-07-06 03:04:00,"set([""['Room1']""])"
2015-07-06 06:04:00,"set([""['Room1']""])"
2015-07-06 06:40:00,"set([""['Room1']""])"
2015-07-06 08:23:00,"set([""['Room1']""])"
2015-07-06 08:24:00,"set([""['LivingRoom']""])"
2015-07-06 08:43:00,"set([""['StoreRoom']""])"
2015-07-06 08:48:00,"set([""['StoreRoom']""])"
2015-07-06 08:52:00,"set([""['StoreRoom']""])"
2015-07-06 08:56:00,"set([""['StoreRoom']""])"
2015-07-06 10:12:00,"set([""['StoreRoom']""])"
2015-07-06 10:14:00,"set([""['StoreRoom']""])"
2015-07-06 10:30:00,"set([""['LivingRoom']""])"
2015-07-06 10:32:00,"set([""['Kitchen']""])"
2015-07-06 11:01:00,"set([""['Kitchen']""])"
2015-07-06 11:22:00,"set([""['LivingRoom']""])"
2015-07-06 12:47:00,"set([""['LivingRoom']""])"
2015-07-06 13:00:00,"set([""['Kitchen']""])"
2015-07-06 13:09:00,"set([""['Kitchen']""])"
2015-07-06 13:10:00,"set([""['Kitchen']""])"
2015-07-06 13:39:00,"set([""['LivingRoom']""])"
2015-07-06 13:45:00,"set([""['Kitchen']""])"
2015-07-06 14:08:00,"set([""['LivingRoom']""])"
2015-07-06 15:08:00,"set([""['LivingRoom']""])"
2015-07-06 15:09:00,"set([""['LivingRoom']""])"
2015-07-06 15:34:00,"set([""['LivingRoom']""])"
2015-07-06 16:58:00,"set([""['LivingRoom']""])"
2015-07-06 17:07:00,"set([""['LivingRoom']""])"
2015-07-06 17:09:00,"set([""['StoreRoom']""])"
2015-07-06 17:14:00,"set([""['StoreRoom']""])"
2015-07-06 17:23:00,"set([""['LivingRoom']""])"
2015-07-06 17:26:00,"set([""['LivingRoom']""])"
2015-07-06 18:28:00,"set([""['LivingRoom']""])"
2015-07-06 19:11:00,"set([""['LivingRoom']""])"
2015-07-06 19:12:00,"set([""['LivingRoom']""])"
2015-07-06 20:48:00,"set([""['LivingRoom']""])"
2015-07-06 20:53:00,"set([""['Room2']""])"
2015-07-06 21:02:00,"set([""['Room2']""])"
2015-07-06 21:13:00,"set([""['LivingRoom']""])"
2015-07-06 21:37:00,"set([""['Kitchen']""])"
2015-07-06 21:49:00,"set([""['Kitchen']""])"
2015-07-06 22:53:00,"set([""['StoreRoom']""])"
2015-07-06 22:55:00,"set([""['StoreRoom']""])"
2015-07-06 23:01:00,"set([""['LivingRoom']""])"
2015-07-07 00:06:00,"set([""['LivingRoom']""])"
2015-07-07 00:15:00,"set([""['LivingRoom']""])"
2015-07-07 00:42:00,"set([""['Room1']""])"
2015-07-07 02:15:00,"set([""['LivingRoom']""])"
2015-07-07 02:56:00,"set([""['LivingRoom']""])"
2015-07-07 03:03:00,"set([""['LivingRoom']""])"
2015-07-07 03:05:00,"set([""['LivingRoom']""])"
2015-07-07 04:26:00,"set([""['LivingRoom']""])"
2015-07-07 05:24:00,"set([""['LivingRoom']""])"
2015-07-07 05:36:00,"set([""['Room1']""])"
2015-07-07 07:07:00,"set([""['LivingRoom']""])"
2015-07-07 08:14:00,"set([""['Room1']"", ""['StoreRoom']""])"
2015-07-07 08:19:00,"set([""['StoreRoom']""])"
2015-07-07 08:43:00,"set([""['Room1']""])"
2015-07-07 09:03:00,"set([""['StoreRoom']""])"
2015-07-07 09:05:00,"set([""['StoreRoom']""])"
2015-07-07 09:07:00,"set([""['StoreRoom']""])"
2015-07-07 09:28:00,"set([""['Room2']""])"
2015-07-07 09:32:00,"set([""['Room2']""])"
2015-07-07 09:33:00,"set([""['Room2']""])"
2015-07-07 09:34:00,"set([""['Room2']""])"
2015-07-07 09:38:00,"set([""['LivingRoom']""])"
2015-07-07 10:14:00,"set([""['LivingRoom']""])"
2015-07-07 12:10:00,"set([""['LivingRoom']""])"
2015-07-07 13:03:00,"set([""['LivingRoom']""])"
2015-07-07 13:12:00,"set([""['Kitchen']""])"
2015-07-07 13:17:00,"set([""['Kitchen']""])"
2015-07-07 13:27:00,"set([""['LivingRoom']""])"
2015-07-07 13:48:00,"set([""['Kitchen']""])"
2015-07-07 16:41:00,"set([""['LivingRoom']""])"
2015-07-07 17:36:00,"set([""['LivingRoom']""])"
2015-07-07 17:41:00,"set([""['LivingRoom']""])"
2015-07-07 18:13:00,"set([""['LivingRoom']""])"
2015-07-07 19:13:00,"set([""['LivingRoom']""])"
2015-07-07 19:14:00,"set([""['LivingRoom']""])"
2015-07-07 19:32:00,"set([""['LivingRoom']""])"
2015-07-07 20:41:00,"set([""['LivingRoom']""])"
2015-07-07 22:44:00,"set([""['LivingRoom']""])"
2015-07-07 23:56:00,"set([""['LivingRoom']""])"
2015-07-08 06:54:00,"set([""['LivingRoom']""])"
2015-07-08 07:15:00,"set([""['LivingRoom']""])"
2015-07-08 07:30:00,"set([""['LivingRoom']""])"
2015-07-08 08:49:00,"set([""['LivingRoom']""])"
2015-07-08 09:26:00,"set([""['StoreRoom']""])"
2015-07-08 09:28:00,"set([""['StoreRoom']""])"
2015-07-08 09:36:00,"set([""['StoreRoom']""])"
2015-07-08 09:41:00,"set([""['StoreRoom']""])"
2015-07-08 10:37:00,"set([""['LivingRoom']""])"
2015-07-08 11:28:00,"set([""['LivingRoom']""])"
2015-07-08 11:52:00,"set([""['LivingRoom']""])"
2015-07-08 12:02:00,"set([""['LivingRoom']""])"
2015-07-08 12:10:00,"set([""['LivingRoom']""])"
2015-07-08 12:17:00,"set([""['StoreRoom']""])"
2015-07-08 13:20:00,"set([""['StoreRoom']""])"
2015-07-08 13:27:00,"set([""['LivingRoom']""])"
2015-07-08 13:29:00,"set([""['LivingRoom']""])"
2015-07-08 14:27:00,"set([""['LivingRoom']""])"
2015-07-08 14:31:00,"set([""['LivingRoom']""])"
2015-07-08 15:31:00,"set([""['LivingRoom']""])"
2015-07-08 15:42:00,"set([""['LivingRoom']""])"
2015-07-08 16:33:00,"set([""['LivingRoom']""])"
2015-07-08 16:38:00,"set([""['LivingRoom']""])"
2015-07-08 16:55:00,"set([""['LivingRoom']""])"
2015-07-08 17:25:00,"set([""['StoreRoom']""])"
2015-07-08 17:29:00,"set([""['StoreRoom']""])"
2015-07-08 17:48:00,"set([""['StoreRoom']""])"
2015-07-08 17:52:00,"set([""['StoreRoom']""])"
2015-07-08 18:03:00,"set([""['LivingRoom']""])"
2015-07-08 18:58:00,"set([""['Room2']""])"
2015-07-08 19:03:00,"set([""['LivingRoom']""])"
2015-07-08 19:05:00,"set([""['Room2']""])"
2015-07-08 19:19:00,"set([""['LivingRoom']""])"
2015-07-08 19:49:00,"set([""['LivingRoom']""])"
2015-07-08 20:19:00,"set([""['StoreRoom']""])"
2015-07-08 20:48:00,"set([""['StoreRoom']""])"
2015-07-08 20:50:00,"set([""['StoreRoom']""])"
2015-07-08 21:20:00,"set([""['LivingRoom']""])"
2015-07-08 22:25:00,"set([""['StoreRoom']""])"
2015-07-08 22:29:00,"set([""['StoreRoom']""])"
2015-07-08 22:39:00,"set([""['LivingRoom']""])"
2015-07-09 00:16:00,"set([""['LivingRoom']""])"
2015-07-09 00:17:00,"set([""['Room1']""])"
2015-07-09 00:37:00,"set([""['Room1']""])"
2015-07-09 09:20:00,"set([""['StoreRoom']""])"
2015-07-09 09:21:00,"set([""['StoreRoom']""])"
2015-07-09 10:01:00,"set([""['Kitchen']""])"
2015-07-09 10:02:00,"set([""['Kitchen']""])"
2015-07-09 10:03:00,"set([""['Kitchen']""])"
2015-07-09 10:05:00,"set([""['Kitchen']""])"
2015-07-09 10:06:00,"set([""['Kitchen']""])"
2015-07-09 10:07:00,"set([""['Kitchen']""])"
2015-07-09 10:08:00,"set([""['Kitchen']""])"
2015-07-09 10:10:00,"set([""['LivingRoom']""])"
2015-07-09 10:13:00,"set([""['LivingRoom']""])"
2015-07-09 11:57:00,"set([""['LivingRoom']""])"
2015-07-09 13:11:00,"set([""['LivingRoom']""])"
2015-07-09 14:11:00,"set([""['LivingRoom']""])"
2015-07-09 14:12:00,"set([""['LivingRoom']""])"
2015-07-09 14:25:00,"set([""['LivingRoom']""])"
2015-07-09 15:12:00,"set([""['LivingRoom']""])"
2015-07-09 15:13:00,"set([""['LivingRoom']""])"
2015-07-09 15:31:00,"set([""['LivingRoom']""])"
2015-07-09 15:37:00,"set([""['LivingRoom']""])"
2015-07-09 17:04:00,"set([""['LivingRoom']""])"
2015-07-09 17:20:00,"set([""['LivingRoom']""])"
2015-07-09 17:24:00,"set([""['StoreRoom']""])"
2015-07-09 17:31:00,"set([""['StoreRoom']""])"
2015-07-09 18:58:00,"set([""['LivingRoom']""])"
2015-07-09 19:02:00,"set([""['LivingRoom']""])"
2015-07-09 19:07:00,"set([""['LivingRoom']""])"
2015-07-09 19:12:00,"set([""['LivingRoom']""])"
2015-07-09 19:13:00,"set([""['LivingRoom']""])"
2015-07-09 19:22:00,"set([""['LivingRoom']""])"
2015-07-09 19:23:00,"set([""['LivingRoom']""])"
2015-07-09 19:29:00,"set([""['LivingRoom']""])"
2015-07-09 19:32:00,"set([""['LivingRoom']""])"
2015-07-09 19:33:00,"set([""['LivingRoom']""])"
2015-07-09 19:37:00,"set([""['LivingRoom']""])"
2015-07-09 19:38:00,"set([""['LivingRoom']""])"
2015-07-09 20:03:00,"set([""['LivingRoom']""])"
2015-07-09 20:11:00,"set([""['LivingRoom']""])"
2015-07-09 20:43:00,"set([""['LivingRoom']""])"
2015-07-09 21:03:00,"set([""['LivingRoom']""])"
2015-07-09 21:13:00,"set([""['LivingRoom']""])"
2015-07-09 21:15:00,"set([""['LivingRoom']""])"
2015-07-09 21:23:00,"set([""['LivingRoom']""])"
2015-07-09 22:24:00,"set([""['LivingRoom']""])"
2015-07-09 22:30:00,"set([""['LivingRoom']""])"
2015-07-09 22:34:00,"set([""['LivingRoom']""])"
2015-07-09 22:36:00,"set([""['LivingRoom']""])"
2015-07-09 22:42:00,"set([""['LivingRoom']""])"
2015-07-09 22:44:00,"set([""['LivingRoom']""])"
2015-07-09 22:50:00,"set([""['LivingRoom']""])"
2015-07-09 22:51:00,"set([""['LivingRoom']""])"
2015-07-09 22:56:00,"set([""['LivingRoom']""])"
2015-07-09 22:58:00,"set([""['LivingRoom']""])"
2015-07-09 23:02:00,"set([""['LivingRoom']""])"
2015-07-09 23:07:00,"set([""['LivingRoom']""])"
2015-07-09 23:09:00,"set([""['LivingRoom']""])"
2015-07-09 23:12:00,"set([""['LivingRoom']""])"
2015-07-09 23:14:00,"set([""['LivingRoom']""])"
2015-07-09 23:18:00,"set([""['LivingRoom']""])"
2015-07-09 23:20:00,"set([""['LivingRoom']""])"
2015-07-09 23:24:00,"set([""['LivingRoom']""])"
2015-07-09 23:26:00,"set([""['LivingRoom']""])"
2015-07-09 23:29:00,"set([""['LivingRoom']""])"
2015-07-09 23:31:00,"set([""['LivingRoom']""])"
2015-07-09 23:35:00,"set([""['LivingRoom']""])"
2015-07-09 23:37:00,"set([""['LivingRoom']""])"
2015-07-09 23:42:00,"set([""['LivingRoom']""])"
2015-07-09 23:43:00,"set([""['LivingRoom']""])"
2015-07-09 23:49:00,"set([""['LivingRoom']""])"
2015-07-09 23:50:00,"set([""['LivingRoom']""])"
2015-07-09 23:55:00,"set([""['LivingRoom']""])"
2015-07-09 23:57:00,"set([""['LivingRoom']""])"
2015-07-10 00:01:00,"set([""['LivingRoom']""])"
2015-07-10 00:03:00,"set([""['LivingRoom']""])"
2015-07-10 00:07:00,"set([""['LivingRoom']""])"
2015-07-10 00:09:00,"set([""['LivingRoom']""])"
2015-07-10 00:13:00,"set([""['LivingRoom']""])"
2015-07-10 00:15:00,"set([""['LivingRoom']""])"
2015-07-10 00:19:00,"set([""['LivingRoom']""])"
2015-07-10 00:21:00,"set([""['LivingRoom']""])"
2015-07-10 00:29:00,"set([""['LivingRoom']""])"
2015-07-10 01:27:00,"set([""['LivingRoom']""])"
2015-07-10 01:31:00,"set([""['LivingRoom']""])"
2015-07-10 01:32:00,"set([""['LivingRoom']""])"
2015-07-10 01:34:00,"set([""['LivingRoom']""])"
2015-07-10 01:35:00,"set([""['LivingRoom']""])"
2015-07-10 01:36:00,"set([""['LivingRoom']""])"
2015-07-10 01:37:00,"set([""['LivingRoom']""])"
2015-07-10 01:44:00,"set([""['LivingRoom']""])"
2015-07-10 01:45:00,"set([""['LivingRoom']""])"
2015-07-10 01:46:00,"set([""['LivingRoom']""])"
2015-07-10 01:47:00,"set([""['LivingRoom']""])"
2015-07-10 01:56:00,"set([""['LivingRoom']""])"
2015-07-10 01:57:00,"set([""['LivingRoom']""])"
2015-07-10 02:02:00,"set([""['LivingRoom']""])"
2015-07-10 02:06:00,"set([""['LivingRoom']""])"
2015-07-10 02:07:00,"set([""['LivingRoom']""])"
2015-07-10 02:15:00,"set([""['LivingRoom']""])"
2015-07-10 02:16:00,"set([""['LivingRoom']""])"
2015-07-10 02:17:00,"set([""['LivingRoom']""])"
2015-07-10 02:25:00,"set([""['LivingRoom']""])"
2015-07-10 02:31:00,"set([""['LivingRoom']""])"
2015-07-10 02:34:00,"set([""['LivingRoom']""])"
2015-07-10 02:35:00,"set([""['LivingRoom']""])"
2015-07-10 02:37:00,"set([""['LivingRoom']""])"
2015-07-10 02:40:00,"set([""['LivingRoom']""])"
2015-07-10 02:41:00,"set([""['LivingRoom']""])"
2015-07-10 02:42:00,"set([""['LivingRoom']""])"
2015-07-10 02:44:00,"set([""['LivingRoom']""])"
2015-07-10 02:45:00,"set([""['LivingRoom']""])"
2015-07-10 02:48:00,"set([""['LivingRoom']""])"
2015-07-10 02:49:00,"set([""['LivingRoom']""])"
2015-07-10 02:50:00,"set([""['LivingRoom']""])"
2015-07-10 02:51:00,"set([""['LivingRoom']""])"
2015-07-10 02:52:00,"set([""['LivingRoom']""])"
2015-07-10 02:55:00,"set([""['LivingRoom']""])"
2015-07-10 02:56:00,"set([""['LivingRoom']""])"
2015-07-10 03:02:00,"set([""['LivingRoom']""])"
2015-07-10 03:05:00,"set([""['LivingRoom']""])"
2015-07-10 03:17:00,"set([""['LivingRoom']""])"
2015-07-10 03:27:00,"set([""['LivingRoom']""])"
2015-07-10 03:32:00,"set([""['LivingRoom']""])"
2015-07-10 03:37:00,"set([""['LivingRoom']""])"
2015-07-10 03:45:00,"set([""['LivingRoom']""])"
2015-07-10 03:47:00,"set([""['LivingRoom']""])"
2015-07-10 03:53:00,"set([""['LivingRoom']""])"
2015-07-10 03:54:00,"set([""['LivingRoom']""])"
2015-07-10 03:55:00,"set([""['LivingRoom']""])"
2015-07-10 03:57:00,"set([""['LivingRoom']""])"
2015-07-10 04:00:00,"set([""['LivingRoom']""])"
2015-07-10 04:02:00,"set([""['LivingRoom']""])"
2015-07-10 04:17:00,"set([""['LivingRoom']""])"
2015-07-10 04:35:00,"set([""['LivingRoom']""])"
2015-07-10 04:37:00,"set([""['LivingRoom']""])"
2015-07-10 04:47:00,"set([""['LivingRoom']""])"
