,0,1,2,3,4,5,6
2012-08-06 18:10:00,-0.755647027841,-0.101112016397,0.225942170855,0.0510355489237,-0.273780869316,0.106360069535,-0.0573470059046
2012-06-06 13:00:00,0.81479934897,0.0794714472047,-0.0428833050488,0.298804297469,0.18731023756,-0.0493253347457,-0.142893332973
2012-06-05 18:00:00,-0.515794580726,-0.299543910114,0.303845157029,-0.212316741951,-0.0648524761992,-0.437179882064,0.0548306608935
2012-08-07 21:55:00,-0.786251789116,-0.12193622337,0.243848835112,0.17116854646,-0.433547267331,-0.00185503139999,0.0226763820632
2012-06-05 14:25:00,0.767615735667,0.139181494951,0.479956429482,0.0147559539445,-0.10934255708,-0.0841438455073,-0.0340238723272
2012-07-20 17:45:00,-0.553145428711,-0.275200836185,0.254458667895,-0.184837669895,-0.127098362717,-0.297627426701,0.0200644611736
2012-07-05 06:50:00,-0.450258398365,-0.226549362682,0.188205045995,-0.530104763124,0.377280206587,0.005152377559,0.0481377007012
2012-06-10 08:05:00,-0.437597559823,-0.249616647482,0.255554013587,-0.557240128065,0.30927081785,-0.0973092795686,-0.0308299962661
2012-08-02 17:55:00,-0.561293888914,-0.347688231636,-0.270898519702,0.0237857613388,-0.226118121529,0.00519116498546,0.0223275828353
2012-06-13 18:00:00,0.171339892545,-0.679244314217,0.399238910802,0.348438913239,0.0131873310914,-0.0357397714711,0.00236261621975
2012-07-14 06:00:00,-0.44404392385,-0.216698999534,0.255787041089,-0.60852323677,0.377687720242,0.0154774169389,-0.0408057325156
2012-07-20 07:15:00,-0.68160005115,-0.0429592775388,0.154550362244,-0.326815842209,0.111659905664,0.562322864502,0.0293287437466
2012-06-11 18:10:00,-0.500798335488,-0.438098432319,-0.540894013202,0.0983551199887,-0.185955577192,-0.0273475803677,-0.0402516475438
2012-07-20 17:15:00,-0.571781450108,-0.250156932604,0.260274629487,-0.17760115337,-0.111127210905,-0.23843880661,0.0808798316549
2012-06-16 21:45:00,-0.835586736145,-0.0687828250686,0.219256440335,0.265835841221,-0.401891147068,0.0934882075678,0.098199828362
2012-07-25 14:50:00,0.305099775786,0.106412023289,-1.09850633931,-0.148568697284,-0.169390411472,-0.217788314451,0.0790068890944
2012-07-17 11:45:00,0.74212367619,0.195517551562,0.467961189536,-0.0259217323193,-0.0282598855503,0.104897147111,0.0074289985537
2012-07-04 19:40:00,-0.708191382535,-0.190879352466,0.069739236673,0.0840187409049,-0.346171161951,0.0511253260329,0.0335923558841
2012-06-24 06:30:00,-0.433522709452,-0.234442770274,0.242893917347,-0.60013908454,0.365871259264,-0.0236994336821,-0.0367890052569
2012-08-18 17:10:00,0.319932197386,-0.899996495948,-0.148152916077,0.304827073719,-0.0688049325263,0.0869409701171,-0.0365984990178
2012-06-24 13:35:00,0.0743301936978,0.479387115181,-0.126373202551,-0.288259839768,-0.100077074644,-0.256339875828,-0.0774933241703
2012-07-14 17:40:00,0.198950085472,-0.697547674664,0.419811645743,0.299027428499,0.0375820936799,-0.0864478162264,-0.0135312254405
2012-07-16 20:15:00,0.149681132922,-0.669995767076,0.663375198113,0.249743728056,-0.18071662324,-0.136564705071,0.0685740396031
2012-07-08 21:55:00,-0.56991993063,-0.469372070667,-0.944012465964,0.484070987758,-0.321340798086,0.0714251226432,-0.201059253288
2012-08-14 12:25:00,0.768661485252,0.152009483371,0.414503121447,-0.0276499541578,-0.0649243000083,0.0627538103191,0.00483154275952
2012-06-24 13:50:00,0.0620152679614,0.486353920565,-0.11684786403,-0.281460624841,-0.129951637244,-0.235371375784,-0.0618857651071
2012-06-16 07:35:00,-0.349950764851,-0.3650747794,-0.304892236347,-0.282405678935,0.585664225662,-0.153256116823,-0.0356904020107
2012-06-06 06:05:00,-0.434413710654,-0.226521308253,0.254658359768,-0.614687252613,0.385912624517,-0.00151510070964,0.0565731478964
2012-08-29 08:05:00,0.0385406206865,-0.437824113091,0.535617920829,0.0449397327214,0.103372369375,0.786087165764,0.0155876727265
2012-06-24 18:00:00,0.171043419189,-0.660548441762,0.663484275429,0.162093656666,-0.0956099365474,-0.0743472931899,0.0198855669327
2012-07-04 10:55:00,-0.269174826173,0.942529648674,-0.17257331569,0.502043559551,0.531247386198,0.160284242541,0.376002302718
2012-06-18 08:15:00,-0.440061298429,-0.273009734991,0.0176872460279,-0.410289616938,0.355542833407,-0.0228780455949,0.0487498272411
2012-07-23 17:25:00,-0.712603263067,-0.16430436837,0.0271738214387,0.0404363848509,-0.279441884293,0.191734148429,0.0048227758292
2012-06-04 09:35:00,0.0366721559704,0.593286018504,0.0953130015383,-0.463041497754,0.0192416623992,-0.0734043961059,0.0803673946645
