
r2,1,300,0.713541666667,0.609375,0.00520833333333,0.104166666667,0.28125,0.991525423729,0.684210526316,0.809688581315
r2,1,600,0.65625,0.572916666667,0.03125,0.0833333333333,0.3125,0.948275862069,0.647058823529,0.769230769231
r2,1,900,0.71875,0.609375,0.0,0.109375,0.28125,1.0,0.684210526316,0.8125
r2,1,1800,0.40625,0.40625,0.125,0.0,0.46875,0.764705882353,0.464285714286,0.577777777778
r2,1,3600,0.75,0.6875,0.0,0.0625,0.25,1.0,0.733333333333,0.846153846154
r2,2,300,0.6875,0.59375,0.015625,0.09375,0.296875,0.974358974359,0.666666666667,0.791666666667
r2,2,600,0.65625,0.5625,0.0208333333333,0.09375,0.322916666667,0.964285714286,0.635294117647,0.765957446809
r2,2,900,0.71875,0.609375,0.0,0.109375,0.28125,1.0,0.684210526316,0.8125
r2,2,1800,0.4375,0.4375,0.125,0.0,0.4375,0.777777777778,0.5,0.608695652174
r2,2,3600,1.0,0.9375,0.0,0.0625,0.0,1.0,1.0,1.0
r2,3,300,0.645833333333,0.578125,0.0416666666667,0.0677083333333,0.3125,0.932773109244,0.649122807018,0.765517241379
r2,3,600,0.71875,0.635416666667,0.03125,0.0833333333333,0.25,0.953125,0.717647058824,0.818791946309
r2,3,900,0.6875,0.59375,0.015625,0.09375,0.296875,0.974358974359,0.666666666667,0.791666666667
r2,3,1800,0.4375,0.4375,0.125,0.0,0.4375,0.777777777778,0.5,0.608695652174
r2,3,3600,0.9375,0.875,0.0,0.0625,0.0625,1.0,0.933333333333,0.965517241379
r2,4,300,0.791666666667,0.744791666667,0.0625,0.046875,0.145833333333,0.922580645161,0.836257309942,0.877300613497
r2,4,600,0.729166666667,0.65625,0.0416666666667,0.0729166666667,0.229166666667,0.940298507463,0.741176470588,0.828947368421
r2,4,900,0.734375,0.640625,0.015625,0.09375,0.25,0.97619047619,0.719298245614,0.828282828283
r2,4,1800,0.5625,0.5625,0.125,0.0,0.3125,0.818181818182,0.642857142857,0.72
r2,4,3600,0.9375,0.9375,0.0625,0.0,0.0,0.9375,1.0,0.967741935484
r2,5,300,0.723958333333,0.697916666667,0.0833333333333,0.0260416666667,0.192708333333,0.893333333333,0.783625730994,0.834890965732
r2,5,600,0.833333333333,0.8125,0.09375,0.0208333333333,0.0729166666667,0.896551724138,0.917647058824,0.906976744186
r2,5,900,0.65625,0.546875,0.0,0.109375,0.34375,1.0,0.614035087719,0.760869565217
r2,5,1800,0.5,0.5,0.125,0.0,0.375,0.8,0.571428571429,0.666666666667
r2,5,3600,0.9375,0.9375,0.0625,0.0,0.0,0.9375,1.0,0.967741935484
r2,10,300,0.651041666667,0.619791666667,0.078125,0.03125,0.270833333333,0.888059701493,0.695906432749,0.780327868852
r2,10,600,0.8125,0.739583333333,0.0416666666667,0.0729166666667,0.145833333333,0.946666666667,0.835294117647,0.8875
r2,10,900,0.6875,0.578125,0.0,0.109375,0.3125,1.0,0.649122807018,0.787234042553
r2,10,1800,0.65625,0.65625,0.125,0.0,0.21875,0.84,0.75,0.792452830189
r2,10,3600,0.9375,0.9375,0.0625,0.0,0.0,0.9375,1.0,0.967741935484
r2,30,300,0.739583333333,0.651041666667,0.0208333333333,0.0885416666667,0.239583333333,0.968992248062,0.730994152047,0.833333333333
r2,30,600,0.822916666667,0.729166666667,0.0208333333333,0.09375,0.15625,0.972222222222,0.823529411765,0.891719745223
r2,30,900,0.65625,0.546875,0.0,0.109375,0.34375,1.0,0.614035087719,0.760869565217
r2,30,1800,0.78125,0.78125,0.125,0.0,0.09375,0.862068965517,0.892857142857,0.877192982456
r2,30,3600,0.9375,0.9375,0.0625,0.0,0.0,0.9375,1.0,0.967741935484
r2,60,300,0.744791666667,0.666666666667,0.03125,0.078125,0.223958333333,0.955223880597,0.748538011696,0.839344262295
r2,60,600,0.885416666667,0.885416666667,0.114583333333,0.0,0.0,0.885416666667,1.0,0.939226519337
r2,60,900,0.65625,0.5625,0.015625,0.09375,0.328125,0.972972972973,0.631578947368,0.765957446809
r2,60,1800,0.78125,0.78125,0.125,0.0,0.09375,0.862068965517,0.892857142857,0.877192982456
r2,60,3600,0.9375,0.9375,0.0625,0.0,0.0,0.9375,1.0,0.967741935484
r2,300,1800,0.78125,0.78125,0.125,0.0,0.09375,0.862068965517,0.892857142857,0.877192982456
r2,300,3600,0.9375,0.9375,0.0625,0.0,0.0,0.9375,1.0,0.967741935484
r2,600,3600,0.9375,0.9375,0.0625,0.0,0.0,0.9375,1.0,0.967741935484
r2,900,3600,0.9375,0.9375,0.0625,0.0,0.0,0.9375,1.0,0.967741935484
